"","Title","Prod_year","Is_sequel","Run_time","Creative_type","Source","Prod_method","Genre","Prod_budget","Dom_BO","Intl_BO","Total_BO","Infl_Adj_Dom_BO","MPAA_rating","Rel_date_TH","Keywords","Prod_company","Opening_rev","Opening_theaters"
"3844","Blue Like Jazz",2012,0,107,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Comedy",1200000,595018,0,595018,665284,"PG-13",2012-04-13,"Blue Like Jazz - College","RuckusFilm",261190,136
"3845","Lockout",2011,0,110,"Science Fiction","Original Screenplay","Live Action","Thriller/Suspense",20000000,14326865,19616184,33943049,16018727,"PG-13",2012-04-13,"Lockout - Wrongfully Convicted","Luc Bessan",6231836,2308
"3846","The Cabin in the Woods",2010,0,95,"Fantasy","Original Screenplay","Live Action","Thriller/Suspense",30000000,42073277,28669671,70742948,47041724,"R",2012-04-13,"The Cabin in the Woods - Development Hell","Lionsgate",14743614,2811
"3847","Tu Xia Chuan Qi",2011,0,0,"Kids Fiction","Original Screenplay","Digital Animation","Adventure",12000000,0,1828400,1828400,0,"PG",2012-04-19,NA,NA,0,0
"3848","Think Like a Man",2012,0,122,"Contemporary Fiction","Based on Factual Book/Article","Live Action","Romantic Comedy",12000000,91547205,21826559,113373764,102358055,"PG-13",2012-04-20,"Think Like a Man - African American","Screen Gems",33636303,2015
"3849","Darling Companion",2010,0,103,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",12000000,793352,406994,1200346,887036,"PG-13",2012-04-20,"Darling Companion - Relationships Gone Wrong","Werc Werk Works",39962,4
"3850","The Lucky One",2011,0,81,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Drama",25000000,60457138,36176695,96633833,67596541,"PG-13",2012-04-20,"The Lucky One - Romance","Warner Bros",22518358,3155
"3851","The Giant Mechanical Man",2011,0,89,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",900000,7396,0,7396,8268,"PG-13",2012-04-27,"The Giant Mechanical Man - Performing Arts","Votiv Films",0,0
"3852","The Raven",2011,0,111,"Historical Fiction","Original Screenplay","Live Action","Thriller/Suspense",26000000,16008272,14593529,30601801,17898692,"R",2012-04-27,"The Raven - Police Procedural","Relativity Media",7289642,2203
"3853","Outside Bet",2012,0,101,"Historical Fiction","Original Screenplay","Live Action","Comedy",7500000,0,13524,13524,0,NA,2012-04-27,NA,NA,0,0
"3854","Safe",2011,0,95,"Contemporary Fiction","Original Screenplay","Live Action","Action",33000000,17142080,24353133,41495213,19166390,"R",2012-04-27,"Safe - Organized Crime","Lionsgate",7892539,2266
"3855","Bernie",2011,0,104,"Contemporary Fiction","Original Screenplay","Live Action","Black Comedy",6000000,9204489,902486,10106975,10291444,"PG-13",2012-04-27,"Bernie - Non Professional Actor","Millennium Films",85805,3
"3856","Hodejegerne",2011,0,100,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Thriller/Suspense",5250000,1200010,18988730,20188740,1341720,"R",2012-04-27,"Hodejegeme - Voiceover Narration","Yellow Bird",43013,4
"3857","The Pirates! Band of Misfits",2011,0,88,"Kids Fiction","Based on Fiction Book/Short Story","Stop-Motion Animation","Adventure",55000000,31051126,105092479,136143605,34717966,"PG",2012-04-27,"The Pirates! Band of Misfits - Pirates","Columbia Pictures",11137734,3358
"3858","The Five-Year Engagement",2011,0,124,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",30000000,28700285,32923534,61623819,32089511,"R",2012-04-27,"Five-Year Engagement - Romance","Universal Pictures",10610060,2936
"3859","Sound of My Voice",2011,0,84,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",135000,408015,21433,429448,456196,"R",2012-04-27,"Sound of My Voice - Cults","Hans Ritter",36134,5
"3860","LOL",2011,0,97,"Contemporary Fiction","Remake","Live Action","Comedy",11000000,0,10431506,10431506,0,"PG-13",2012-05-04,"LOL - Foreign Language Remake","Lionsgate",0,0
"3861","The Avengers",2012,0,143,"Super Hero","Based on Comic/Graphic Novel","Animation/Live Action","Action",225000000,623279547,896200000,1519479547,696882905,"PG-13",2012-05-04,"The Avengers - Marvel Comics","Marvel Studios",207438708,4349
"3862","The Best Exotic Marigold Hotel",2011,0,122,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Comedy",10000000,46383639,88256141,134639780,51861101,"PG-13",2012-05-04,"The Best Exotic Marigold Hotel - Autumn Years","Fox Searchlight",737051,27
"3863","A Few Best Men",2011,0,97,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",15000000,0,17224539,17224539,0,"Not Rated",2012-05-04,NA,NA,0,0
"3864","A Little Bit of Heaven",2010,0,108,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",12500000,10011,1090276,1100287,11187,"PG-13",2012-05-04,"A Little Bit of Heaven - Video on Demand Premiere","Davis Entertainment",10011,11
"3865","Dark Shadows",2011,0,112,"Fantasy","Based on TV","Live Action","Black Comedy",150000000,79727149,158475519,238202668,89142160,"PG-13",2012-05-11,"Dark Shadows - Vampire","Warner Bros",29685274,3755
"3866","The Dictator",2011,0,83,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",65000000,59650222,120498675,180148897,66694339,"R",2012-05-16,"The Dictator - Government Corruption","Paramount Pictures",17435092,3008
"3867","What to Expect When You're Expecting",2012,0,109,"Contemporary Fiction","Based on Factual Book/Article","Live Action","Romantic Comedy",37500000,41152203,79773494,120925697,46011879,"PG-13",2012-05-18,"What to Expect When You're Expecting - Ensemble","Lionsgate",10547068,3021
"3868","Battleship",2011,0,130,"Contemporary Fiction","Based on Game","Live Action","Action",209000000,65233400,239984828,305218228,72936835,"PG-13",2012-05-18,"Battleship - Epilogue","Universal Pictures",25534825,3690
"3869","Indie Game: The Movie",2011,0,0,"Factual","Based on Real Life Events","Live Action","Documentary",100000,0,0,0,0,NA,2012-05-18,"Indie Game: The Movie - Video Game",NA,0,0
"3870","Beyond the Black Rainbow",2011,0,110,"Fantasy","Original Screenplay","Live Action","Drama",1100000,56491,0,56491,63154,"R",2012-05-18,"Beyond the Black Rainbow - New Age","Chromewood",4957,2
"3871","Polisse",2011,0,127,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",8900000,176988,22567144,22744132,197883,"Not Rated",2012-05-18,"Polisse - Police Procedural","Les Productions du Tresor",16568,3
"3872","Forget Me Not",2009,0,95,"Fantasy","Original Screenplay","Live Action","Horror",1300000,0,13465,13465,0,"R",2012-05-25,"Forget Me Not - Faulty Memory",NA,0,0
"3873","Men in Black 3",2011,1,104,"Science Fiction","Based on Comic/Graphic Novel","Animation/Live Action","Adventure",215000000,179020854,475192631,654213485,200161507,"PG-13",2012-05-25,"Men in Black 3 - 3-D","Columbia Pictures",54592779,4248
"3874","Moonrise Kingdom",2011,0,94,"Historical Fiction","Original Screenplay","Live Action","Drama",16000000,45512466,23069629,68582095,50887049,"PG-13",2012-05-25,"Moonrise Kingdom - Coming of Age","Focus Features",522996,4
"3875","Les Intouchables",2011,0,110,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",10800000,13182281,471690764,484873045,14738480,"R",2012-05-25,"Les Intouchables - Confined to a Wheelchair","Gaumont",101053,4
"3876","Chernobyl Diaries",2011,0,93,"Science Fiction","Original Screenplay","Live Action","Horror",1000000,18119640,24292081,42411721,20259390,"R",2012-05-25,"Chernobyl Diaries - Mutants","Alcon Entertainment",7955307,2433
"3877","The Loved Ones",2009,0,84,"Contemporary Fiction","Original Screenplay","Live Action","Horror",4000000,0,12302,12302,0,"R",2012-06-01,"The Loved Ones - Prom","Screen Australia",0,0
"3878","Mine Vaganti",2010,0,110,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",9100000,0,18872126,18872126,0,"Not Rated",2012-06-01,"Mine Vaganti - LGBT",NA,0,0
"3879","Pink Ribbons, Inc.",2011,0,98,"Factual","Based on Real Life Events","Live Action","Documentary",1200000,26608,0,26608,29744,"Not Rated",2012-06-01,"Pink Ribbons, Inc - Agitprop","National Film Board of Canada",2721,3
"3880","For Greater Glory",2012,0,143,"Dramatization","Based on Real Life Events","Live Action","Action",12000000,5669081,4357174,10026255,6338544,"R",2012-06-01,"For Greater Glory - Faith Based","ARC Entertainment",1885608,757
"3881","Hardflip",2012,0,0,"Contemporary Fiction","Original Screenplay","Live Action","Drama",1000000,96734,0,96734,108153,"PG-13",2012-06-01,"Hardflip - Skateboarding","Digital Filmz International",49879,22
"3882","Snow White and the Huntsman",2011,0,127,"Fantasy","Based on Folk Tale/Legend/Fairytale","Live Action","Adventure",170000000,155136755,245884991,401021746,173456924,"PG-13",2012-06-01,"Snow White and the Huntsman - Royalty","Roth Films",56217700,3773
"3883","Safety Not Guaranteed",2012,0,85,"Science Fiction","Original Screenplay","Live Action","Comedy",750000,4010957,411361,4422318,4484612,"R",2012-06-08,"Safety Not Guaranteed - Time Travel","Big Beach",97762,9
"3884","Prometheus",2011,0,124,"Science Fiction","Original Screenplay","Live Action","Adventure",125000000,126477084,275971181,402448265,141412812,"R",2012-06-08,"Prometheus - 3-D","20th Century Fox",51050101,3396
"3885","Madagascar 3: Europe's Most Wanted",2012,1,85,"Kids Fiction","Original Screenplay","Digital Animation","Adventure",145000000,216391482,530529789,746921271,241945245,"PG",2012-06-08,"Madagascar 3: Europe's Most Wanted - Animal Lead","DreamWorks Animation",60316738,4258
"3886","Rock of Ages",2011,0,123,"Contemporary Fiction","Based on Musical or Opera","Live Action","Musical",70000000,38518613,22513319,61031932,43067287,"PG-13",2012-06-15,"Rock of Ages - Musicians","New Line Cinema",14437269,3470
"3887","That's My Boy",2011,0,115,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",57500000,36931089,21154146,58085235,41292298,"R",2012-06-15,"That's My Boy - Fictionalized Version of Yourself","Columbia Pictures",13453714,3030
"3888","Your Sister's Sister",2011,0,90,"Contemporary Fiction","Original Screenplay","Live Action","Drama",120000,1597486,1493107,3090593,1786132,"R",2012-06-15,"Your Sister's Sister - Improvised","Submarine Entertainment",109221,13
"3889","Foodfight!",2012,0,91,"Kids Fiction","Original Screenplay","Digital Animation","Adventure",45000000,0,73706,73706,0,"PG",2012-06-16,NA,"Threshold Entertainment",0,0
"3890","Twixt",2011,0,89,"Fantasy","Based on Real Life Events","Live Action","Horror",7000000,0,1268346,1268346,0,"R",2012-06-21,NA,NA,0,0
"3891","Abraham Lincoln: Vampire Hunter",2011,0,105,"Fantasy","Based on Fiction Book/Short Story","Live Action","Horror",67500000,37519139,99970591,137489730,41949785,"R",2012-06-22,"Abraham Lincoln: Vampire Hunter - Alternate History","20th Century Fox",16306974,3108
"3892","Seeking a Friend for the End of the World",2011,0,101,"Science Fiction","Original Screenplay","Live Action","Comedy",10000000,7078738,4688221,11766959,7914663,"R",2012-06-22,"Seeking a Friend for the End of the World - End of the World","Focus Features",3822803,1625
"3893","Brave",2012,0,93,"Kids Fiction","Original Screenplay","Digital Animation","Adventure",185000000,237282182,317324350,554606532,265302815,"PG",2012-06-22,"Brave - 3-D","Disney-Pixar",66323594,4164
"3894","To Rome with Love",2012,0,112,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",21500000,16684352,57641663,74326015,18654614,"R",2012-06-22,"To Rome With Love - Non Chronological","Medusa Film",361359,5
"3895","Beasts of the Southern Wild",2012,0,93,"Fantasy","Based on Play","Live Action","Drama",1800000,12795746,10469386,23265132,14270634,"PG-13",2012-06-27,"Beasts of the Southern Wild - Voiceover Narration","Fox Searchlight",169702,4
"3896","Ted",2011,0,106,"Contemporary Fiction","Original Screenplay","Animation/Live Action","Adventure",50000000,218665740,337350887,556016627,244488073,"R",2012-06-29,"Ted - Living Toys","Universal Pictures",54415205,3239
"3897","Tyler Perry's Madea's Witness Protection",2012,1,114,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",20000000,65653242,1297645,66950887,73406257,"PG-13",2012-06-29,"Tyler Perry's Madea's Witness Protection - White Collar Crime","Lionsgate",25390575,2161
"3898","People Like Us",2011,0,115,"Contemporary Fiction","Original Screenplay","Live Action","Drama",16000000,12431792,88012,12519804,13899860,"PG-13",2012-06-29,"People Like Us - Inheritance","DreamWorks Pictures",4255423,2055
"3899","Magic Mike",2012,0,109,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",7000000,113721571,56828182,170549753,127150998,"R",2012-06-29,"Magic Mike - Autobiographical","Warner Bros",39127170,2930
"3900","The Amazing Spider-Man",2012,1,136,"Super Hero","Based on Comic/Graphic Novel","Live Action","Adventure",220000000,262030663,495859604,757890267,292973983,"PG-13",2012-07-03,"Spider-Man 4 - Marvel Comics","Columbia Pictures",62004688,4318
"3901","Katy Perry: Part of Me",2012,0,95,"Factual","Based on Real Life Events","Live Action","Concert/Performance",12000000,25326071,7374368,32700439,28316836,"PG",2012-07-05,"Katy Perry: Part of Me 3D - Pop Music","Insurge Pictures",7138266,2730
"3902","Savages",2012,0,130,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Thriller/Suspense",45000000,47323100,33271760,80594860,52911506,"R",2012-07-06,"Savages - Narcotics","Universal Pictures",16016910,2628
"3903","Snabba Cash",2010,0,119,"Contemporary Fiction","Remake","Live Action","Thriller/Suspense",4300000,188870,10023533,10212403,211170,"R",2012-07-11,"Snabba Cash - Cross Class Romance","Tre Vanner Productions",24684,2
"3904","Red Lights",2011,0,118,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",17700000,49521,14469363,14518884,55367,"R",2012-07-13,"Red Lights - Paranormal Investigation","Parlay Films",10340,2
"3905","2016: Obama’s America",2012,0,87,"Factual","Based on Factual Book/Article","Live Action","Documentary",2500000,33349941,0,33349941,37288250,"PG",2012-07-13,"2016 Obama's America - Political","OAF LLC",31610,1
"3906","Ice Age: Continental Drift",2012,1,87,"Fantasy","Original Screenplay","Digital Animation","Adventure",95000000,161321843,718443294,879765137,180369652,"PG",2012-07-13,"Ice Age: Continental Drift - Animal Lead","20th Century Fox",46629259,3881
"3907","Burn",2012,0,86,"Factual","Based on Real Life Events","Live Action","Documentary",225000,1109276,0,1109276,1224062,"Not Rated",2012-07-20,NA,NA,0,0
"3908","The Dark Knight Rises",2012,1,164,"Super Hero","Based on Comic/Graphic Novel","Live Action","Action",275000000,448139099,636300000,1084439099,501060041,"PG-13",2012-07-20,"The Dark Knight Rises - Vigilante","Warner Bros",160887295,4404
"3909","Step Up Revolution",2011,1,97,"Contemporary Fiction","Original Screenplay","Live Action","Drama",33000000,35074677,130477613,165552290,39216657,"PG-13",2012-07-27,"Step Up Revolution - 3 D","Offspring Entertainment",11731708,2567
"3910","Killer Joe",2011,0,102,"Contemporary Fiction","Based on Play","Live Action","Black Comedy",10000000,1291645,3367465,4659110,1444167,"R",2012-07-27,"Killer Joe - Novel Adapted by Author","Voltage Pictures",37864,3
"3911","The Watch",2011,0,87,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",55000000,34353000,32777045,67130045,38409757,"R",2012-07-27,"The Watch - Alien Invasion","20th Century Fox",12750297,3168
"3912","Reign of Assassins",2011,0,117,"Historical Fiction","Original Screenplay","Live Action","Action",14000000,0,11354230,11354230,0,"R",2012-08-03,NA,NA,0,0
"3913","Total Recall",2012,0,117,"Science Fiction","Based on Fiction Book/Short Story","Live Action","Action",125000000,58877969,152978119,211856088,65830888,"PG-13",2012-08-03,"Total Recall - Remake","Sony Pictures",25577758,3601
"3914","Diary of a Wimpy Kid: Dog Days",2012,1,94,"Kids Fiction","Based on Fiction Book/Short Story","Live Action","Adventure",22000000,49008662,28221033,77229695,54796116,"PG",2012-08-03,"Diary of a Wimpy Kid: Dog Days - Dysfunctional Family","Fox 2000 Pictures",14623599,3391
"3915","Celeste and Jesse Forever",2011,0,91,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",840000,3103407,684282,3787689,3469888,"R",2012-08-03,"Celeste and Jesse Forever - Romance","Envision Media",107785,4
"3916","Hope Springs",2011,0,100,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",30000000,63536011,69549284,133085295,71038999,"PG-13",2012-08-08,"Hope Springs - Romance","Columbia Pictures",14650121,2361
